customer_id,tenure_months,plan_value,num_failed_payments_30d,failure_reason_dominant,payment_method,days_since_last_failure,failure_clustering_near_billing_date,churned
8ea4676e-3b4b-47cc-9461-2bc7a71d6111,7,999.0,2,insufficient_funds,netbanking,2,True,True
382c3a1e-9516-4890-9625-9a3d9d9e6b6d,1,1499.0,6,expired_card,upi,1,False,True
ad57ae24-3480-4ba2-9be3-8e8da39fea70,3,1499.0,1,insufficient_funds,upi,7,False,True
72e2453d-6935-47d9-908d-dc75b9a818a9,4,4999.0,3,insufficient_funds,upi,0,False,True
ad171ee0-77ef-4920-bdaf-9da0deeccb18,8,999.0,3,insufficient_funds,upi,0,True,False
2d8c7b79-88ea-4391-916f-f1dc4582516f,28,4999.0,1,insufficient_funds,card,7,True,False
8980a222-0aa3-4a5b-8c17-b3f508f1ed84,24,4499.0,0,none,upi,28,False,False
f863ba85-e0e6-40f0-8516-ba8b28fa03b0,1,1299.0,4,card_declined,card,3,False,True
2ddeb9e2-f5f4-4f9b-940e-a850730eb0a3,3,1499.0,2,insufficient_funds,netbanking,12,True,False
930b587f-04a5-4629-9970-24b126feb09b,10,999.0,2,network_error,card,1,True,False
b3e8e419-7c4d-49b2-a973-791424bd58e7,36,4999.0,1,network_error,upi,22,False,False
6f916f3c-7f96-4686-ac33-dde59c3cbbc9,12,999.0,3,expired_card,card,19,False,True
06710461-3eec-4a55-aa1a-1e0ac805ae8c,8,1999.0,2,network_error,card,1,False,False
c7b7636c-e3cd-47be-b57d-b879aeee98d5,29,4499.0,1,insufficient_funds,netbanking,7,False,False
ebcf0b14-effd-4948-bef7-32b7f0296dbc,3,499.0,6,insufficient_funds,upi,7,False,False
81e8fd1c-a842-4f58-90bc-d9b44ea6332e,28,4999.0,1,none,upi,13,False,False
e8b54c2a-f30a-4cf2-92d4-5224d01edff5,2,1299.0,5,insufficient_funds,card,4,True,True
71da93a8-e822-4b51-a431-60e1cecd60b4,26,4499.0,1,network_error,card,5,False,True
4b5e089e-b4d0-40ac-8469-bb9641f2df80,1,4999.0,2,card_declined,upi,8,False,True
3330beec-6253-4eb1-8fc6-f78bcc5a036f,4,4499.0,3,insufficient_funds,upi,7,False,False
eabdd080-c70e-4f9a-979a-e70cc228571a,1,1999.0,2,card_declined,card,6,False,True
9b495cfb-88cf-4ac4-b2a6-b2abe020a928,25,4499.0,1,insufficient_funds,card,11,False,False
09be806b-7f9b-4d80-8d67-04f01fbe1291,13,499.0,1,card_declined,card,19,False,False
b2ac684b-cab4-4d21-aeb7-5bccda3015c9,1,1499.0,3,card_declined,card,3,False,True
2db4fb50-0630-4220-9c71-0449f3913a43,29,4999.0,1,network_error,card,18,False,False
d1cb2c31-8194-42de-b1b3-6c79362c6ba4,10,1499.0,3,network_error,netbanking,0,True,False
a86fedc1-82ac-484c-a05a-549586e17970,10,1299.0,1,card_declined,card,4,False,True
7a856360-930b-42af-9592-ff3d23680ac3,5,1299.0,1,insufficient_funds,upi,4,True,False
2f764e5b-9316-47db-99be-5939860d3a4f,3,1299.0,4,expired_card,upi,1,True,True
3cbac89c-2342-4154-9ae0-6a661e0bdc80,11,1299.0,2,card_declined,card,2,False,False
74790c6b-89eb-433b-8b2a-a7383c0aed5c,35,4999.0,1,network_error,card,27,False,False
d91f169d-6936-4f9b-a2ed-2457a3e524a9,26,5999.0,1,none,card,13,False,False
8b27cb54-4b62-4567-8312-97f95f50e988,2,1999.0,3,network_error,netbanking,5,True,False
9342f4bb-eff9-43bb-bffd-bade1e4b3b4e,9,999.0,2,card_declined,upi,4,True,False
677c775c-060e-4667-a406-24093bf01f94,33,5999.0,0,none,card,23,False,False
fa8bb29d-5212-4e0b-a4b4-2461e4e130d1,32,5999.0,1,network_error,card,26,False,True
f0e1d73f-1301-43a3-8420-f2b02c7044d4,2,4999.0,1,insufficient_funds,card,0,False,True
19da9f99-c28e-4a5f-9383-a9f6c9b26883,8,999.0,3,insufficient_funds,card,20,False,True
bd729b0b-aa1a-4fa8-b18a-0f58ae940d00,11,1299.0,3,expired_card,card,5,False,True
453ccdc2-f406-4740-9746-0174aa9c4af4,3,1299.0,4,insufficient_funds,upi,7,True,True
c90b5894-2584-47d2-83b7-bf0ccf3242a5,1,499.0,6,card_declined,netbanking,3,False,True
acb9e20d-37b6-4ae0-85a0-8294358b5f22,25,4999.0,1,insufficient_funds,card,7,False,False
ca9b6942-170a-4d22-8780-770ee0206a8d,2,1299.0,5,card_declined,card,0,False,True
99374f14-4db2-4d4d-95f6-27eef512687e,2,2499.0,3,insufficient_funds,netbanking,7,False,True
3efb7d78-2630-48e1-a1e3-b99d3d53ab11,1,499.0,4,insufficient_funds,upi,3,False,True
2954fa24-6256-4718-b61e-0d312821b988,14,999.0,2,card_declined,card,6,False,True
a66b1add-cfa6-4ca6-a31d-ad0b2d56c4ec,6,2499.0,1,insufficient_funds,upi,6,True,False
d351d977-0991-4734-87a3-b663991a5617,8,999.0,3,insufficient_funds,card,2,True,False
4c9fded2-af7f-407b-9d1d-5d8e764c13b0,26,4999.0,0,none,netbanking,24,False,False
33eb6a28-cbba-4265-85ea-f9408d9bc22d,4,1999.0,2,insufficient_funds,netbanking,3,False,True
01960525-bd7f-4796-b034-7e0658ed156c,6,1499.0,1,insufficient_funds,upi,5,False,True
e45970db-6395-43a9-a006-612235cdeed3,1,1299.0,4,card_declined,netbanking,5,True,True
39564169-9c85-42b4-a31f-962a3d93a18f,6,1999.0,2,insufficient_funds,card,0,True,False
30b7ead1-1d00-4b44-94ef-13505813878c,5,2499.0,2,card_declined,card,14,False,False
1baee9ab-f1ac-4c6f-a366-e60e72b67be3,4,1999.0,1,insufficient_funds,netbanking,6,False,True
a4fd0d2a-bb21-44f4-bf62-e094500d61a5,10,1299.0,2,network_error,netbanking,1,True,True
5ca53b12-ff17-469e-81e0-69f336b75ee0,1,1999.0,3,insufficient_funds,upi,10,True,True
630d3b39-e856-4504-b65a-210248660474,2,4999.0,1,insufficient_funds,upi,15,True,True
56f8873a-da63-45ea-abc3-c667db2b7d7d,5,1299.0,2,insufficient_funds,card,3,True,True
9591fe7e-ecd9-49b8-9555-9c861c55e269,9,1999.0,3,insufficient_funds,card,0,True,False
ee8cc5c9-3caf-4281-91b8-81685035d394,35,4999.0,1,insufficient_funds,netbanking,18,False,False
b5a9acef-5088-47e4-b317-0c15fdd3ac7d,8,999.0,3,insufficient_funds,upi,3,True,False
bcfd2109-1d14-4fe1-be48-e601f56d6229,3,1999.0,3,insufficient_funds,card,11,True,True
ce72708f-02d9-4f48-afd3-3d43297d689a,8,1499.0,2,card_declined,card,7,False,False
b3fc7e69-6dc7-4cb1-a04a-8ed1331d4096,28,4499.0,1,network_error,card,11,False,False
eebec6e6-51f6-4645-b6ee-7ecf1eaa42d0,7,1999.0,3,card_declined,upi,0,True,False
5df35740-ca42-409a-ba74-1f493e62b447,2,999.0,5,insufficient_funds,card,2,True,True
82039619-0b93-4267-8f96-96b034d03c86,6,1499.0,2,insufficient_funds,netbanking,8,True,True
778de8ef-9f20-402d-9d15-113002816f39,2,1499.0,3,expired_card,upi,7,False,True
470168b6-726a-4b6b-9586-607932343cf0,9,1999.0,2,insufficient_funds,card,3,True,False
4f39b9a1-a120-4d1f-bfa5-1f6cbfae2cf5,13,499.0,2,insufficient_funds,card,17,False,False
486032a7-3c49-45cc-b84c-9342571aa018,7,1299.0,3,insufficient_funds,netbanking,0,True,False
711048a8-e7a2-4344-b55b-eafe3ed1f3db,12,499.0,2,card_declined,card,12,False,False
1a0c370f-147c-4fcb-beb0-dc4bcce5aa21,11,1499.0,1,insufficient_funds,card,19,True,False
f7d57ce2-c8d2-4ec1-897e-440b53e6e84e,3,499.0,5,card_declined,upi,2,False,False
b9b1a673-c6e1-481a-9fff-0529b6778f42,6,2499.0,3,insufficient_funds,card,14,True,True
e4bc9db8-d24d-4362-aa94-f92bcb7b9c75,15,1299.0,3,insufficient_funds,card,18,False,False
57525c1c-a8ef-4833-a2ad-7983fbfbedaf,22,4999.0,0,none,upi,28,False,False
dcc4afe9-b8ae-43c0-910d-64ac846039f3,6,1999.0,2,insufficient_funds,card,3,True,False
fab6d12c-9627-4709-a5aa-eb8ac5ed288d,10,1999.0,3,insufficient_funds,netbanking,5,True,False
711e5d3f-8387-4a7b-b618-a79478eb60b8,1,1499.0,3,network_error,upi,2,False,True
7031f32a-b06d-47c7-bdc7-73070bba3643,5,4999.0,2,insufficient_funds,upi,10,False,True
2d19b396-e70f-410c-9f33-0726b7b556e4,2,1499.0,3,insufficient_funds,card,1,True,True
23c389ab-bf7a-44ba-b7ca-d7fdb4644789,6,1299.0,2,insufficient_funds,upi,4,True,False
23d5c85d-a384-41e0-a75d-04ab5ae8c2d3,32,4499.0,1,insufficient_funds,upi,26,False,False
468af4d2-5698-4db9-8a70-6f91a33d6320,1,1999.0,3,insufficient_funds,card,0,False,True
42fcdf05-17e8-487e-9f7c-9b52c0571b4d,1,499.0,5,expired_card,upi,5,False,True
d028bea2-aa49-4fee-badf-0e7de8e5a28a,13,499.0,1,expired_card,card,15,False,False
d8d660e8-c92c-402b-ac25-69aecb56a260,36,5999.0,0,none,card,7,False,True
1aa9fbf5-00cc-4097-98d3-1c892a28c008,9,1999.0,3,card_declined,card,2,True,False
bb60b427-ec16-4303-ab4e-2ecdf3a1e037,10,499.0,1,expired_card,card,6,True,True
b6359365-8940-46d6-b55d-997b887d9438,8,1499.0,2,card_declined,upi,0,True,False
bd0bfb56-662a-41fb-83fc-47c24b355577,6,4999.0,3,insufficient_funds,netbanking,7,False,True
6f206c5c-32b9-4c7a-8dd2-41f6b3c8759f,21,5999.0,0,none,upi,16,False,False
525869ce-21e9-48b5-8d63-9d3b9db70274,12,1999.0,3,card_declined,upi,9,False,False
60cd6337-3cc0-499d-bddd-84e2888d261e,10,1999.0,1,card_declined,upi,5,True,True
1d587efc-bec3-406d-80d5-a5a8d05e4b53,2,499.0,5,insufficient_funds,upi,5,False,True
444e86b3-b0a3-4cc4-b80d-c3a6400fbb58,2,1299.0,3,insufficient_funds,upi,7,False,True
b1549475-5cd2-4ff1-8398-a6d9e84a601b,2,1499.0,4,insufficient_funds,card,6,False,True
7527f106-00e0-4d0b-b777-fe273ad7999b,9,999.0,2,card_declined,card,10,True,False
e24a99c5-6f4f-496d-a9be-096043f6f070,34,4999.0,0,none,upi,22,False,False
475cf569-b027-40ff-90b6-c0503b87905d,4,4499.0,2,insufficient_funds,netbanking,3,True,False
6a386dae-ee54-4f60-9795-4d23328353a0,4,1499.0,1,insufficient_funds,card,9,False,True
fc020a9b-994e-48c2-bf8e-bdbf364c9259,28,4499.0,0,none,upi,13,False,False
c094de20-51c6-4261-a859-a8f3ea9ad339,25,4999.0,0,none,netbanking,13,False,True
e9231a44-a92f-49db-bc48-ae3683642955,35,4999.0,0,none,card,28,False,False
1908563f-9bb5-450f-b44f-b2171d472f8e,2,999.0,4,card_declined,card,2,False,False
7b04e879-a945-4956-91af-27a99e1074d9,3,1499.0,4,insufficient_funds,upi,1,False,True
4c970b06-52dc-464c-b18a-edbe41d3f83c,36,5999.0,0,none,card,29,False,False
411b84b6-4379-4e84-ac1c-dde31deedbdb,3,4999.0,2,insufficient_funds,upi,2,True,True
ce870cd1-4a72-4e15-96b4-a225096df90d,1,1999.0,2,insufficient_funds,upi,10,False,True
c6dbe7d7-cc73-407a-92ff-e52cd822d2a5,14,1999.0,2,insufficient_funds,card,8,False,False
e3240471-8bb5-435c-b205-80e4c6b3b512,3,1299.0,3,insufficient_funds,upi,6,True,True
5e0dddd8-afa2-4831-acf3-292cf5257e69,6,1299.0,2,insufficient_funds,upi,4,True,True
22234be4-f450-4507-acd7-5abac0a24aee,2,4999.0,3,network_error,netbanking,2,False,False
df386af1-7f6b-4832-98f8-673615da22c1,10,1999.0,2,card_declined,card,13,False,True
40203fb5-eb00-478a-8276-5c7e009bb61a,3,1299.0,4,card_declined,netbanking,1,False,True
c82a044b-c1b7-4002-a792-b50b52068bf4,10,1299.0,3,insufficient_funds,card,0,True,False
ee84934b-ecc8-404c-8cf2-7d3e12367a65,2,1299.0,3,insufficient_funds,card,7,False,True
f3835c56-87f9-404e-913e-b1760df0d2ec,2,1299.0,5,expired_card,netbanking,1,True,False
3de0f5db-45c6-4420-9a92-4a24451dbdb0,12,999.0,2,expired_card,upi,1,False,False
1d78015b-7d79-4c3f-9f74-3d6791618929,9,1499.0,2,card_declined,card,2,True,False
ce865c05-6f4b-4275-b7cd-186eb412a4e4,33,4499.0,1,insufficient_funds,card,16,False,False
4434fac8-04b4-409c-98b9-272cc931027f,12,1999.0,1,card_declined,card,18,False,False
97826daa-6d06-4a00-a36a-3579c4fd06a9,2,499.0,5,insufficient_funds,upi,3,False,True
3464e827-e4bf-401d-b013-60a1db8e7dbe,8,1299.0,2,expired_card,card,8,False,True
f6adaea5-5ed5-42f7-9bd5-e5d5fade47c6,9,499.0,2,expired_card,card,17,False,False
412dc491-0adb-4f9d-93fa-d4d6cddab7aa,32,4999.0,0,none,card,11,False,False
1c6b9c55-82c7-466d-bfc1-6a1e43436bd4,1,2499.0,1,insufficient_funds,netbanking,5,False,True
91a6a566-3688-4915-b2e5-59717a9c3a58,10,1499.0,2,expired_card,upi,2,False,False
db371aef-4ce2-4048-bec1-fc0758f1bc1e,2,1499.0,3,card_declined,upi,5,False,False
ba31b43b-257f-4536-b83d-cdba439c8d87,1,1299.0,4,card_declined,netbanking,0,True,False
525418e5-682a-427a-8c94-76b23308fa7c,9,1999.0,2,insufficient_funds,card,4,True,False
5b727d8f-98d1-4438-a710-6fc715b04c33,5,1499.0,2,card_declined,upi,0,False,False
0201009e-8e07-492a-8cfa-df34f9dba143,6,1999.0,1,card_declined,upi,1,True,False
bb0ec94e-eb97-41e4-852a-d339c6da5ac1,1,1299.0,4,insufficient_funds,card,1,False,True
fd57ea5e-8ed3-454b-885c-1ccaa4a603d0,1,4999.0,2,card_declined,upi,13,True,True
469aa772-507a-40d3-8473-d250fe85f281,12,1999.0,2,insufficient_funds,card,11,True,False
a9dca1ab-11c2-4a0e-83a0-91850d33ad87,10,1499.0,2,insufficient_funds,card,3,True,False
1ac8f5d8-908f-4c0c-8ab6-9a91037a8cef,10,999.0,2,insufficient_funds,netbanking,5,True,False
6d1e5edc-b293-4105-a35b-9c08a93e5491,10,1299.0,1,insufficient_funds,upi,2,True,False
51cefb17-a48a-4836-a396-f18fbd097b31,36,5999.0,1,network_error,upi,17,False,False
50a2b085-9bf1-489b-a6f1-c011f1f4137e,18,4499.0,0,none,upi,5,False,False
bf2b668b-cff6-4747-876d-5b9e067d4d01,18,4499.0,1,insufficient_funds,card,12,False,False
a0e896e8-76e0-42c1-a9c2-db811ddddc2a,22,5999.0,0,none,card,7,False,False
63003777-f87a-4abf-85b8-09384a2a6596,15,1499.0,2,card_declined,card,17,False,False
dfe42898-d179-4a5e-81af-cab293141ee6,9,1499.0,1,network_error,upi,1,True,False
aac2d5cf-a703-4a0b-86a1-f9ee55c573d0,1,1299.0,6,card_declined,upi,2,True,True
29c5d977-8a8c-4b46-978d-8a47b91ea468,5,2499.0,3,insufficient_funds,upi,3,True,True
8460b694-574c-46b9-9322-216e33cd4c4b,2,499.0,4,card_declined,card,5,True,True
e5e674d0-4cd9-4353-87b4-7657963eb315,14,1299.0,2,card_declined,card,7,False,False
6a647f07-fe6f-441c-b3ec-c417a0e96cc1,20,5999.0,1,insufficient_funds,card,15,True,False
0a7d7b9c-1b4d-48e7-9dc6-7938d606f487,5,2499.0,2,insufficient_funds,card,15,False,False
999b44e6-1f0c-4452-aa30-a1af1dca8a5c,28,5999.0,1,network_error,upi,30,False,False
ab7fd900-e36b-4320-b8d0-a54d19d0d673,1,1499.0,6,expired_card,upi,5,True,True
58144d60-6eb3-45f7-8513-2fe76db26689,21,4499.0,1,insufficient_funds,card,8,False,False
